k141_160354||full_1	16816	0	0
k141_40170||full_1	23760	537	4
k141_80323||full_1	22687	54	30
k141_401227||full_1	3813	1	1
k141_501323||full_1	36185	41	3
k141_561487||full_1	2890	475	5
k141_581512||full_1	27821	2012	17
k141_100831||full_1	10905	763	87
k141_421700||full_1	2345	0	0
k141_501633||full_1	48335	2	0
k141_20656||full_1	303	0	0
k141_241430||full_1	4806	1269	39
k141_281684||full_1	15474	511	9
k141_80816||full_1	637	279	58
k141_521974||full_1	2166	2	0
k141_581897||full_1	1168	54	4
k141_121114||full_1	6687	2637	50
k141_562229||full_1	13977	1401	193
k141_281742||full_1	67736	424	70
k141_140994||full_1	50359	17473	150
k141_542178||full_1	13932	0	0
k141_262296||full_1	8479	3444	44
k141_21247||full_1	388	0	0
k141_422336||full_1	1806	2	0
k141_1757||full_1	4549	785	117
k141_582464||full_1	49942	780	10
k141_582584||full_1	657	0	0
k141_81403||full_1	16049	219	12
k141_402833||full_1	5606	155	1
k141_563077||full_1	3883	0	0
k141_101932||full_1	30869	1572	25
k141_483033||full_1	34551	12	4
k141_2327||full_1	9114	3	0
k141_242403||full_1	4669	250	95
k141_502672||full_1	44095	2953	16
k141_582804||full_1	4015	837	12
k141_522911||full_1	1099	0	0
k141_242485||full_1	75521	2186	19
k141_403173||full_1	1434	367	14
k141_383071||full_1	20452	10	0
k141_523006||full_1	1357	0	0
k141_403229||full_1	6453	0	0
k141_582944||full_1	3274	433	199
k141_222007||full_1	5463	1310	33
k141_383120||full_1	13284	1	1
k141_263219||full_1	1977	100	4
k141_162439||full_1	8478	0	0
k141_343459||full_1	3166	22	0
k141_523493||full_1	56588	38700	537
k141_323785||full_1	629	287	135
k141_363576||full_1	17202	0	0
k141_263667||full_1	2711	2858	331
k141_62478||full_1	14986	2	0
k141_343677||full_1	13422	4375	78
k141_324098||full_1	4090	432	25
k141_163040||full_1	1459	0	0
k141_484035||full_1	10006	0	0
k141_243366||full_1	2436	2	0
k141_182763||full_1	18442	13728	170
k141_423947||full_1	3476	49	3
k141_123441||full_1	26879	15617	142
k141_484235||full_1	510	14	7
k141_42761||full_1	1649	2	0
k141_62828||full_1	58768	42084	386
k141_283753||full_1	31803	1889	13
k141_103244||full_1	1234	0	0
k141_344407||full_1	8347	626	11
k141_63290||full_1	4638	0	0
k141_223404||full_1	2157	4	1
k141_565008||full_1	26608	1	0
k141_284445||full_1	5204	0	0
k141_304674||full_1	53305	7648	64
k141_404917||full_1	35587	3253	28
k141_143554||full_1	25222	701	200
k141_544502||full_1	34899	3574	37
k141_384971||full_1	926	0	0
k141_325451||full_1	4147	7205	241
k141_365081||full_1	1951	0	0
k141_504274||full_1	438	0	0
k141_204677||full_1	13109	25	18
k141_284640||full_1	14129	776	7
k141_164324||full_1	71031	47606	309
k141_565226||full_1	3937	0	0
k141_184142||full_1	4855	0	0
k141_544788||full_1	3170	16	0
k141_244896||full_1	16416	215	52
k141_525044||full_1	12036	784	11
k141_265681||full_1	12015	468	4
k141_465655||full_1	17711	815	115
k141_545193||full_1	43858	10392	98
k141_465712||full_1	2927	0	0
k141_205011||full_1	1226	93	0
k141_365622||full_1	3422	27	1
k141_245218||full_1	768	0	0
k141_345523||full_1	56049	10	2
k141_64221||full_1	13991	2723	113
k141_545378||full_1	981	73	3
k141_44311||full_1	9490	624	6
k141_486005||full_1	8181	0	0
k141_466113||full_1	24034	1284	287
k141_24472||full_1	12981	227	3
k141_24473||full_1	8220	0	0
k141_305603||full_1	22128	5	1
k141_486339||full_1	2815	241	37
k141_345880||full_1	21834	0	0
k141_24566||full_1	56862	16206	110
k141_205590||full_1	9069	0	0
k141_466751||full_1	7950	2	0
k141_326540||full_1	5448	1768	60
k141_306076||full_1	4842	0	0
k141_144983||full_1	15327	9518	90
k141_266779||full_1	20953	0	0
k141_266826||full_1	1399	0	0
k141_326714||full_1	9154	2577	69
k141_326714||full_2	40967	12397	80
k141_266860||full_1	450	1	1
k141_105526||full_1	4118	0	0
k141_25173||full_1	53505	9393	96
k141_267003||full_1	3464	184	2
k141_85172||full_1	7143	0	0
k141_467160||full_1	979	8	0
k141_346460||full_1	34706	0	0
k141_505935||full_1	12578	326	8
k141_346868||full_1	14914	974	95
k141_467571||full_1	22729	0	0
k141_487291||full_1	859	679	72
k141_45739||full_1	11517	2	0
k141_145624||full_1	800	16	2
k141_145630||full_1	19368	24	0
k141_546704||full_1	12661	0	0
k141_267888||full_1	29538	349	1
k141_286610||full_1	2810	2086	179
k141_286671||full_1	2688	1434	79
k141_145699||full_1	3883	2	0
k141_387112||full_1	22711	0	0
k141_46044||full_1	9852	0	0
k141_286767||full_1	1215	730	41
k141_506602||full_1	41167	1258	163
k141_46104||full_1	9805	6033	99
k141_166541||full_1	1884	322	21
k141_307250||full_1	3005	509	23
k141_268172||full_1	11853	0	0
k141_287041||full_1	6769	0	0
k141_427464||full_1	1276	231	59
k141_447822||full_1	26843	17690	139
k141_487994||full_1	18015	9	2
k141_46642||full_1	529	69	17
k141_488134||full_1	40034	2792	23
k141_26875||full_1	47751	13213	146
k141_167130||full_1	682	0	0
k141_547517||full_1	13954	0	0
k141_568189||full_1	28304	53	9
k141_146562||full_1	1458	56	7
k141_427820||full_1	21915	3	1
k141_347931||full_1	1369	0	0
k141_107080||full_1	996	222	32
k141_248165||full_1	56082	36	2
k141_107143||full_1	3122	606	12
k141_587935||full_1	10914	2	0
k141_248488||full_1	39908	1663	10
k141_269259||full_1	1558	52	4
k141_368607||full_1	9209	0	0
k141_128516||full_1	12260	446	12
k141_87831||full_1	700	76	14
k141_208200||full_1	2913	994	113
k141_269626||full_1	3130	0	0
k141_388761||full_1	903	0	0
k141_449394||full_1	11748	7106	173
k141_388819||full_1	5889	1764	35
k141_349212||full_1	4301	1	1
k141_429198||full_1	68513	0	0
k141_228079||full_1	956	2	0
k141_508340||full_1	4002	0	0
k141_208990||full_1	14591	1452	200
k141_249877||full_1	34278	6	0
k141_548864||full_1	311	0	0
k141_188640||full_1	1798	646	36
k141_309638||full_1	753	185	7
k141_330225||full_1	4518	0	0
k141_289959||full_1	6347	1	1
k141_130198||full_1	63713	13628	116
k141_429899||full_1	2037	2	0
k141_169199||full_1	1313	4	0
k141_410091||full_1	1015	2	0
k141_109378||full_1	354	0	0
k141_530170||full_1	1439	0	0
k141_570639||full_1	1906	0	0
k141_189243||full_1	38	0	0
k141_410675||full_1	10521	0	0
k141_509666||full_1	14352	149	3
k141_169955||full_1	36217	16376	175
k141_29737||full_1	17419	1176	28
k141_130989||full_1	7769	4	0
