k141_160354||full_1	16816	2	0
k141_40170||full_1	23760	524	4
k141_80323||full_1	22687	41	9
k141_401227||full_1	3813	3	2
k141_501323||full_1	36185	0	0
k141_561487||full_1	2890	225	2
k141_581512||full_1	27821	1856	13
k141_100831||full_1	10905	1123	113
k141_421700||full_1	2345	0	0
k141_501633||full_1	48335	1	1
k141_20656||full_1	303	0	0
k141_241430||full_1	4806	1665	56
k141_281684||full_1	15474	283	5
k141_80816||full_1	637	278	59
k141_521974||full_1	2166	0	0
k141_581897||full_1	1168	6	0
k141_121114||full_1	6687	5745	139
k141_562229||full_1	13977	1791	273
k141_281742||full_1	67736	241	34
k141_140994||full_1	50359	18153	143
k141_542178||full_1	13932	6	0
k141_262296||full_1	8479	3284	44
k141_21247||full_1	388	0	0
k141_422336||full_1	1806	2	0
k141_1757||full_1	4549	2220	308
k141_582464||full_1	49942	884	10
k141_582584||full_1	657	0	0
k141_81403||full_1	16049	196	44
k141_402833||full_1	5606	335	27
k141_563077||full_1	3883	0	0
k141_101932||full_1	30869	2805	26
k141_483033||full_1	34551	21	5
k141_2327||full_1	9114	3	1
k141_242403||full_1	4669	270	92
k141_502672||full_1	44095	1961	15
k141_582804||full_1	4015	1039	15
k141_522911||full_1	1099	2	0
k141_242485||full_1	75521	2861	22
k141_403173||full_1	1434	630	30
k141_383071||full_1	20452	0	0
k141_523006||full_1	1357	0	0
k141_403229||full_1	6453	0	0
k141_582944||full_1	3274	397	213
k141_222007||full_1	5463	2057	44
k141_383120||full_1	13284	0	0
k141_263219||full_1	1977	119	5
k141_162439||full_1	8478	2	0
k141_343459||full_1	3166	15	1
k141_523493||full_1	56588	36717	538
k141_323785||full_1	629	320	150
k141_363576||full_1	17202	0	0
k141_263667||full_1	2711	3830	467
k141_62478||full_1	14986	8	2
k141_343677||full_1	13422	2361	69
k141_324098||full_1	4090	282	16
k141_163040||full_1	1459	0	0
k141_484035||full_1	10006	4	0
k141_243366||full_1	2436	12	0
k141_182763||full_1	18442	6430	71
k141_423947||full_1	3476	33	3
k141_123441||full_1	26879	17813	183
k141_484235||full_1	510	12	4
k141_42761||full_1	1649	0	0
k141_62828||full_1	58768	48990	543
k141_283753||full_1	31803	2721	22
k141_103244||full_1	1234	0	0
k141_344407||full_1	8347	489	7
k141_63290||full_1	4638	0	0
k141_223404||full_1	2157	4	0
k141_565008||full_1	26608	11	2
k141_284445||full_1	5204	0	0
k141_304674||full_1	53305	6696	75
k141_404917||full_1	35587	3181	28
k141_143554||full_1	25222	996	248
k141_544502||full_1	34899	3609	36
k141_384971||full_1	926	0	0
k141_325451||full_1	4147	6177	202
k141_365081||full_1	1951	0	0
k141_504274||full_1	438	0	0
k141_204677||full_1	13109	31	20
k141_284640||full_1	14129	760	5
k141_164324||full_1	71031	42552	244
k141_565226||full_1	3937	0	0
k141_184142||full_1	4855	10	4
k141_544788||full_1	3170	36	6
k141_244896||full_1	16416	456	82
k141_525044||full_1	12036	1045	12
k141_265681||full_1	12015	287	2
k141_465655||full_1	17711	1217	127
k141_545193||full_1	43858	10093	62
k141_465712||full_1	2927	8	0
k141_205011||full_1	1226	90	0
k141_365622||full_1	3422	127	7
k141_245218||full_1	768	0	0
k141_345523||full_1	56049	13	1
k141_64221||full_1	13991	3951	73
k141_545378||full_1	981	25	2
k141_44311||full_1	9490	421	6
k141_486005||full_1	8181	0	0
k141_466113||full_1	24034	1552	425
k141_24472||full_1	12981	2071	32
k141_24473||full_1	8220	20	2
k141_305603||full_1	22128	0	0
k141_486339||full_1	2815	325	39
k141_345880||full_1	21834	7	1
k141_24566||full_1	56862	22575	159
k141_205590||full_1	9069	4	0
k141_466751||full_1	7950	1	1
k141_326540||full_1	5448	2039	60
k141_306076||full_1	4842	0	0
k141_144983||full_1	15327	10874	89
k141_266779||full_1	20953	4	0
k141_266826||full_1	1399	0	0
k141_326714||full_1	9154	2562	46
k141_326714||full_2	40967	12555	77
k141_266860||full_1	450	7	3
k141_105526||full_1	4118	0	0
k141_25173||full_1	53505	8263	84
k141_267003||full_1	3464	1367	46
k141_85172||full_1	7143	1	1
k141_467160||full_1	979	0	0
k141_346460||full_1	34706	33	3
k141_505935||full_1	12578	1354	20
k141_346868||full_1	14914	5140	104
k141_467571||full_1	22729	0	0
k141_487291||full_1	859	581	57
k141_45739||full_1	11517	0	0
k141_145624||full_1	800	13	1
k141_145630||full_1	19368	12	0
k141_546704||full_1	12661	0	0
k141_267888||full_1	29538	351	5
k141_286610||full_1	2810	2443	171
k141_286671||full_1	2688	1715	85
k141_145699||full_1	3883	0	0
k141_387112||full_1	22711	7	1
k141_46044||full_1	9852	0	0
k141_286767||full_1	1215	351	26
k141_506602||full_1	41167	767	92
k141_46104||full_1	9805	6746	110
k141_166541||full_1	1884	493	34
k141_307250||full_1	3005	374	10
k141_268172||full_1	11853	2	0
k141_287041||full_1	6769	0	0
